"Project ID","Project","Project Lead Agency","Project Lead Agency Bureau","Project Category","Project Status","Project Sector","Project Sector Type","Project Location Full Address","Project Location State","Project Location Street Address","Project Location County","Project Location City","Project Location Zipcode","Project Location Latlong","Project Location Latitude","Project Location Longitude"
"71291","William States Lee III Nuclear Station, Units 1 and 2","Nuclear Regulatory Commission","Office of New Reactors","FAST-41 Covered Projects","Complete","Conventional Energy Production","Nuclear Power Plant - Combined (construction and operating) license","Gaffney, SC, Cherokee","SC","","Cherokee","Gaffney","","POINT (-81.6498195 35.0717945)","35.0717945","-81.6498195"
"71701","Levy Nuclear Plant Units 1 and 2","Nuclear Regulatory Commission","Office of New Reactors","FAST-41 Covered Projects","Complete","Conventional Energy Production","Nuclear Power Plant - Combined (construction and operating) license","FL, Levy","FL","","Levy","","","POINT (-81.5157535 27.6648274)","27.6648274","-81.5157535"
"71701","Levy Nuclear Plant Units 1 and 2","Nuclear Regulatory Commission","Office of New Reactors","FAST-41 Covered Projects","Complete","Conventional Energy Production","Nuclear Power Plant - Combined (construction and operating) license","FL, Levy","FL","","Levy","","","POINT (-81.5157535 27.6648274)","27.6648274","-81.5157535"
"71701","Levy Nuclear Plant Units 1 and 2","Nuclear Regulatory Commission","Office of New Reactors","FAST-41 Covered Projects","Complete","Conventional Energy Production","Nuclear Power Plant - Combined (construction and operating) license","FL, Levy","FL","","Levy","","","POINT (-81.5157535 27.6648274)","27.6648274","-81.5157535"
"71701","Levy Nuclear Plant Units 1 and 2","Nuclear Regulatory Commission","Office of New Reactors","FAST-41 Covered Projects","Complete","Conventional Energy Production","Nuclear Power Plant - Combined (construction and operating) license","FL, Levy","FL","","Levy","","","POINT (-81.5157535 27.6648274)","27.6648274","-81.5157535"
"71701","Levy Nuclear Plant Units 1 and 2","Nuclear Regulatory Commission","Office of New Reactors","FAST-41 Covered Projects","Complete","Conventional Energy Production","Nuclear Power Plant - Combined (construction and operating) license","FL, Levy","FL","","Levy","","","POINT (-81.5157535 27.6648274)","27.6648274","-81.5157535"
"71701","Levy Nuclear Plant Units 1 and 2","Nuclear Regulatory Commission","Office of New Reactors","FAST-41 Covered Projects","Complete","Conventional Energy Production","Nuclear Power Plant - Combined (construction and operating) license","FL, Levy","FL","","Levy","","","POINT (-81.5157535 27.6648274)","27.6648274","-81.5157535"
"71701","Levy Nuclear Plant Units 1 and 2","Nuclear Regulatory Commission","Office of New Reactors","FAST-41 Covered Projects","Complete","Conventional Energy Production","Nuclear Power Plant - Combined (construction and operating) license","FL, Levy","FL","","Levy","","","POINT (-81.5157535 27.6648274)","27.6648274","-81.5157535"
"71701","Levy Nuclear Plant Units 1 and 2","Nuclear Regulatory Commission","Office of New Reactors","FAST-41 Covered Projects","Complete","Conventional Energy Production","Nuclear Power Plant - Combined (construction and operating) license","FL, Levy","FL","","Levy","","","POINT (-81.5157535 27.6648274)","27.6648274","-81.5157535"
"71701","Levy Nuclear Plant Units 1 and 2","Nuclear Regulatory Commission","Office of New Reactors","FAST-41 Covered Projects","Complete","Conventional Energy Production","Nuclear Power Plant - Combined (construction and operating) license","FL, Levy","FL","","Levy","","","POINT (-81.5157535 27.6648274)","27.6648274","-81.5157535"
"71701","Levy Nuclear Plant Units 1 and 2","Nuclear Regulatory Commission","Office of New Reactors","FAST-41 Covered Projects","Complete","Conventional Energy Production","Nuclear Power Plant - Combined (construction and operating) license","FL, Levy","FL","","Levy","","","POINT (-81.5157535 27.6648274)","27.6648274","-81.5157535"
"71701","Levy Nuclear Plant Units 1 and 2","Nuclear Regulatory Commission","Office of New Reactors","FAST-41 Covered Projects","Complete","Conventional Energy Production","Nuclear Power Plant - Combined (construction and operating) license","FL, Levy","FL","","Levy","","","POINT (-81.5157535 27.6648274)","27.6648274","-81.5157535"
"72111","Transwest Express","Department of the Interior","Bureau of Land Management","FAST-41 Covered Projects","Complete","Electricity Transmission","Electricity Transmission (all)","WY","WY","","","","","POINT (-107.2902839 43.0759678)","43.0759678","-107.2902839"
"72111","Transwest Express","Department of the Interior","Bureau of Land Management","FAST-41 Covered Projects","Complete","Electricity Transmission","Electricity Transmission (all)","WY","WY","","","","","POINT (-107.2902839 43.0759678)","43.0759678","-107.2902839"
"72111","Transwest Express","Department of the Interior","Bureau of Land Management","FAST-41 Covered Projects","Complete","Electricity Transmission","Electricity Transmission (all)","WY","WY","","","","","POINT (-107.2902839 43.0759678)","43.0759678","-107.2902839"
"72111","Transwest Express","Department of the Interior","Bureau of Land Management","FAST-41 Covered Projects","Complete","Electricity Transmission","Electricity Transmission (all)","WY","WY","","","","","POINT (-107.2902839 43.0759678)","43.0759678","-107.2902839"
"72111","Transwest Express","Department of the Interior","Bureau of Land Management","FAST-41 Covered Projects","Complete","Electricity Transmission","Electricity Transmission (all)","WY","WY","","","","","POINT (-107.2902839 43.0759678)","43.0759678","-107.2902839"
"72111","Transwest Express","Department of the Interior","Bureau of Land Management","FAST-41 Covered Projects","Complete","Electricity Transmission","Electricity Transmission (all)","WY","WY","","","","","POINT (-107.2902839 43.0759678)","43.0759678","-107.2902839"
"72111","Transwest Express","Department of the Interior","Bureau of Land Management","FAST-41 Covered Projects","Complete","Electricity Transmission","Electricity Transmission (all)","WY","WY","","","","","POINT (-107.2902839 43.0759678)","43.0759678","-107.2902839"
"72111","Transwest Express","Department of the Interior","Bureau of Land Management","FAST-41 Covered Projects","Complete","Electricity Transmission","Electricity Transmission (all)","WY","WY","","","","","POINT (-107.2902839 43.0759678)","43.0759678","-107.2902839"
"71131","Gordon Butte Pumped Storage","Federal Energy Regulatory Commission","Federal Energy Regulatory Commission","FAST-41 Covered Projects","Complete","Renewable Energy Production","Non-Federal Hydropower - Licenses (including Non-Federal Marine and Hydrokinetic Projects)","Martinsdale, MT, Meagher","MT","","Meagher","Martinsdale","","POINT (-110.3140327 46.457695)","46.457695","-110.3140327"
"71131","Gordon Butte Pumped Storage","Federal Energy Regulatory Commission","Federal Energy Regulatory Commission","FAST-41 Covered Projects","Complete","Renewable Energy Production","Non-Federal Hydropower - Licenses (including Non-Federal Marine and Hydrokinetic Projects)","Martinsdale, MT, Meagher","MT","","Meagher","Martinsdale","","POINT (-110.3140327 46.457695)","46.457695","-110.3140327"
"71131","Gordon Butte Pumped Storage","Federal Energy Regulatory Commission","Federal Energy Regulatory Commission","FAST-41 Covered Projects","Complete","Renewable Energy Production","Non-Federal Hydropower - Licenses (including Non-Federal Marine and Hydrokinetic Projects)","Martinsdale, MT, Meagher","MT","","Meagher","Martinsdale","","POINT (-110.3140327 46.457695)","46.457695","-110.3140327"
"71131","Gordon Butte Pumped Storage","Federal Energy Regulatory Commission","Federal Energy Regulatory Commission","FAST-41 Covered Projects","Complete","Renewable Energy Production","Non-Federal Hydropower - Licenses (including Non-Federal Marine and Hydrokinetic Projects)","Martinsdale, MT, Meagher","MT","","Meagher","Martinsdale","","POINT (-110.3140327 46.457695)","46.457695","-110.3140327"
"71131","Gordon Butte Pumped Storage","Federal Energy Regulatory Commission","Federal Energy Regulatory Commission","FAST-41 Covered Projects","Complete","Renewable Energy Production","Non-Federal Hydropower - Licenses (including Non-Federal Marine and Hydrokinetic Projects)","Martinsdale, MT, Meagher","MT","","Meagher","Martinsdale","","POINT (-110.3140327 46.457695)","46.457695","-110.3140327"
"71131","Gordon Butte Pumped Storage","Federal Energy Regulatory Commission","Federal Energy Regulatory Commission","FAST-41 Covered Projects","Complete","Renewable Energy Production","Non-Federal Hydropower - Licenses (including Non-Federal Marine and Hydrokinetic Projects)","Martinsdale, MT, Meagher","MT","","Meagher","Martinsdale","","POINT (-110.3140327 46.457695)","46.457695","-110.3140327"
"71131","Gordon Butte Pumped Storage","Federal Energy Regulatory Commission","Federal Energy Regulatory Commission","FAST-41 Covered Projects","Complete","Renewable Energy Production","Non-Federal Hydropower - Licenses (including Non-Federal Marine and Hydrokinetic Projects)","Martinsdale, MT, Meagher","MT","","Meagher","Martinsdale","","POINT (-110.3140327 46.457695)","46.457695","-110.3140327"
"71131","Gordon Butte Pumped Storage","Federal Energy Regulatory Commission","Federal Energy Regulatory Commission","FAST-41 Covered Projects","Complete","Renewable Energy Production","Non-Federal Hydropower - Licenses (including Non-Federal Marine and Hydrokinetic Projects)","Martinsdale, MT, Meagher","MT","","Meagher","Martinsdale","","POINT (-110.3140327 46.457695)","46.457695","-110.3140327"
"71131","Gordon Butte Pumped Storage","Federal Energy Regulatory Commission","Federal Energy Regulatory Commission","FAST-41 Covered Projects","Complete","Renewable Energy Production","Non-Federal Hydropower - Licenses (including Non-Federal Marine and Hydrokinetic Projects)","Martinsdale, MT, Meagher","MT","","Meagher","Martinsdale","","POINT (-110.3140327 46.457695)","46.457695","-110.3140327"
"71046","Atlantic Sunrise","Federal Energy Regulatory Commission","Federal Energy Regulatory Commission","FAST-41 Covered Projects","Complete","Pipelines","Interstate Natural Gas Pipelines","See Project Description, PA, See Project Description","PA","","See Project Description","See Project Description","","POINT (-77.1945247 41.2033216)","41.2033216","-77.1945247"
"71046","Atlantic Sunrise","Federal Energy Regulatory Commission","Federal Energy Regulatory Commission","FAST-41 Covered Projects","Complete","Pipelines","Interstate Natural Gas Pipelines","See Project Description, PA, See Project Description","PA","","See Project Description","See Project Description","","POINT (-77.1945247 41.2033216)","41.2033216","-77.1945247"
"71046","Atlantic Sunrise","Federal Energy Regulatory Commission","Federal Energy Regulatory Commission","FAST-41 Covered Projects","Complete","Pipelines","Interstate Natural Gas Pipelines","See Project Description, PA, See Project Description","PA","","See Project Description","See Project Description","","POINT (-77.1945247 41.2033216)","41.2033216","-77.1945247"
"71046","Atlantic Sunrise","Federal Energy Regulatory Commission","Federal Energy Regulatory Commission","FAST-41 Covered Projects","Complete","Pipelines","Interstate Natural Gas Pipelines","See Project Description, PA, See Project Description","PA","","See Project Description","See Project Description","","POINT (-77.1945247 41.2033216)","41.2033216","-77.1945247"
"71046","Atlantic Sunrise","Federal Energy Regulatory Commission","Federal Energy Regulatory Commission","FAST-41 Covered Projects","Complete","Pipelines","Interstate Natural Gas Pipelines","See Project Description, PA, See Project Description","PA","","See Project Description","See Project Description","","POINT (-77.1945247 41.2033216)","41.2033216","-77.1945247"
"71046","Atlantic Sunrise","Federal Energy Regulatory Commission","Federal Energy Regulatory Commission","FAST-41 Covered Projects","Complete","Pipelines","Interstate Natural Gas Pipelines","See Project Description, PA, See Project Description","PA","","See Project Description","See Project Description","","POINT (-77.1945247 41.2033216)","41.2033216","-77.1945247"
"71046","Atlantic Sunrise","Federal Energy Regulatory Commission","Federal Energy Regulatory Commission","FAST-41 Covered Projects","Complete","Pipelines","Interstate Natural Gas Pipelines","See Project Description, PA, See Project Description","PA","","See Project Description","See Project Description","","POINT (-77.1945247 41.2033216)","41.2033216","-77.1945247"
"71046","Atlantic Sunrise","Federal Energy Regulatory Commission","Federal Energy Regulatory Commission","FAST-41 Covered Projects","Complete","Pipelines","Interstate Natural Gas Pipelines","See Project Description, PA, See Project Description","PA","","See Project Description","See Project Description","","POINT (-77.1945247 41.2033216)","41.2033216","-77.1945247"
"74281","METRO Purple Line Bus Rapid Transit Project","Department of Transportation","Federal Transit Administration","DOT Projects","Paused","Surface Transportation","Public Transportation","MN, Ramsey County","MN","","Ramsey County","","","POINT (-93.0615978 44.9963986)","44.9963986","-93.0615978"
"74281","METRO Purple Line Bus Rapid Transit Project","Department of Transportation","Federal Transit Administration","DOT Projects","Paused","Surface Transportation","Public Transportation","MN, Ramsey County","MN","","Ramsey County","","","POINT (-93.0615978 44.9963986)","44.9963986","-93.0615978"
"74281","METRO Purple Line Bus Rapid Transit Project","Department of Transportation","Federal Transit Administration","DOT Projects","Paused","Surface Transportation","Public Transportation","MN, Ramsey County","MN","","Ramsey County","","","POINT (-93.0615978 44.9963986)","44.9963986","-93.0615978"
"74281","METRO Purple Line Bus Rapid Transit Project","Department of Transportation","Federal Transit Administration","DOT Projects","Paused","Surface Transportation","Public Transportation","MN, Ramsey County","MN","","Ramsey County","","","POINT (-93.0615978 44.9963986)","44.9963986","-93.0615978"
"74281","METRO Purple Line Bus Rapid Transit Project","Department of Transportation","Federal Transit Administration","DOT Projects","Paused","Surface Transportation","Public Transportation","MN, Ramsey County","MN","","Ramsey County","","","POINT (-93.0615978 44.9963986)","44.9963986","-93.0615978"
"72271","Dallas to Houston High Speed Rail","Department of Transportation","Federal Railroad Administration","DOT Projects","Complete","Surface Transportation","Railroads","Dallas, TX, Dallas","TX","","Dallas","Dallas","","POINT (-96.7969879 32.7766642)","32.7766642","-96.7969879"
"72271","Dallas to Houston High Speed Rail","Department of Transportation","Federal Railroad Administration","DOT Projects","Complete","Surface Transportation","Railroads","Dallas, TX, Dallas","TX","","Dallas","Dallas","","POINT (-96.7969879 32.7766642)","32.7766642","-96.7969879"
"72271","Dallas to Houston High Speed Rail","Department of Transportation","Federal Railroad Administration","DOT Projects","Complete","Surface Transportation","Railroads","Dallas, TX, Dallas","TX","","Dallas","Dallas","","POINT (-96.7969879 32.7766642)","32.7766642","-96.7969879"
"72271","Dallas to Houston High Speed Rail","Department of Transportation","Federal Railroad Administration","DOT Projects","Complete","Surface Transportation","Railroads","Dallas, TX, Dallas","TX","","Dallas","Dallas","","POINT (-96.7969879 32.7766642)","32.7766642","-96.7969879"
"73781","Florala Municipal Airport, Environmental Assessment","Department of Transportation","Federal Aviation Administration","DOT Projects","Complete","Aviation","Airport Development Projects (Aviation programs, commerce and safety, airport development and noise, financing, public airports)","5706 Smyrna Rd, Florala, AL, 36442","AL","5706 Smyrna Rd","","Florala","36442","POINT (-86.3004758 31.0476199)","31.0476199","-86.3004758"
"73781","Florala Municipal Airport, Environmental Assessment","Department of Transportation","Federal Aviation Administration","DOT Projects","Complete","Aviation","Airport Development Projects (Aviation programs, commerce and safety, airport development and noise, financing, public airports)","5706 Smyrna Rd, Florala, AL, 36442","AL","5706 Smyrna Rd","","Florala","36442","POINT (-86.3004758 31.0476199)","31.0476199","-86.3004758"
"73781","Florala Municipal Airport, Environmental Assessment","Department of Transportation","Federal Aviation Administration","DOT Projects","Complete","Aviation","Airport Development Projects (Aviation programs, commerce and safety, airport development and noise, financing, public airports)","5706 Smyrna Rd, Florala, AL, 36442","AL","5706 Smyrna Rd","","Florala","36442","POINT (-86.3004758 31.0476199)","31.0476199","-86.3004758"
"73781","Florala Municipal Airport, Environmental Assessment","Department of Transportation","Federal Aviation Administration","DOT Projects","Complete","Aviation","Airport Development Projects (Aviation programs, commerce and safety, airport development and noise, financing, public airports)","5706 Smyrna Rd, Florala, AL, 36442","AL","5706 Smyrna Rd","","Florala","36442","POINT (-86.3004758 31.0476199)","31.0476199","-86.3004758"
"73781","Florala Municipal Airport, Environmental Assessment","Department of Transportation","Federal Aviation Administration","DOT Projects","Complete","Aviation","Airport Development Projects (Aviation programs, commerce and safety, airport development and noise, financing, public airports)","5706 Smyrna Rd, Florala, AL, 36442","AL","5706 Smyrna Rd","","Florala","36442","POINT (-86.3004758 31.0476199)","31.0476199","-86.3004758"
"73781","Florala Municipal Airport, Environmental Assessment","Department of Transportation","Federal Aviation Administration","DOT Projects","Complete","Aviation","Airport Development Projects (Aviation programs, commerce and safety, airport development and noise, financing, public airports)","5706 Smyrna Rd, Florala, AL, 36442","AL","5706 Smyrna Rd","","Florala","36442","POINT (-86.3004758 31.0476199)","31.0476199","-86.3004758"
"73781","Florala Municipal Airport, Environmental Assessment","Department of Transportation","Federal Aviation Administration","DOT Projects","Complete","Aviation","Airport Development Projects (Aviation programs, commerce and safety, airport development and noise, financing, public airports)","5706 Smyrna Rd, Florala, AL, 36442","AL","5706 Smyrna Rd","","Florala","36442","POINT (-86.3004758 31.0476199)","31.0476199","-86.3004758"
"73781","Florala Municipal Airport, Environmental Assessment","Department of Transportation","Federal Aviation Administration","DOT Projects","Complete","Aviation","Airport Development Projects (Aviation programs, commerce and safety, airport development and noise, financing, public airports)","5706 Smyrna Rd, Florala, AL, 36442","AL","5706 Smyrna Rd","","Florala","36442","POINT (-86.3004758 31.0476199)","31.0476199","-86.3004758"
"73781","Florala Municipal Airport, Environmental Assessment","Department of Transportation","Federal Aviation Administration","DOT Projects","Complete","Aviation","Airport Development Projects (Aviation programs, commerce and safety, airport development and noise, financing, public airports)","5706 Smyrna Rd, Florala, AL, 36442","AL","5706 Smyrna Rd","","Florala","36442","POINT (-86.3004758 31.0476199)","31.0476199","-86.3004758"
"72111","Transwest Express","Department of the Interior","Bureau of Land Management","FAST-41 Covered Projects","Complete","Electricity Transmission","Electricity Transmission (all)","WY","WY","","","","","POINT (-107.2902839 43.0759678)","43.0759678","-107.2902839"
"72111","Transwest Express","Department of the Interior","Bureau of Land Management","FAST-41 Covered Projects","Complete","Electricity Transmission","Electricity Transmission (all)","WY","WY","","","","","POINT (-107.2902839 43.0759678)","43.0759678","-107.2902839"
"72111","Transwest Express","Department of the Interior","Bureau of Land Management","FAST-41 Covered Projects","Complete","Electricity Transmission","Electricity Transmission (all)","WY","WY","","","","","POINT (-107.2902839 43.0759678)","43.0759678","-107.2902839"
"73736","(TX) FM 518 (from FM 865 to SH 35)","Texas","Texas","DOT Projects","Complete","Surface Transportation","Highways",,,,,,,"POINT (-95.35041689 29.55899979)","29.55899979","-95.35041689"
"73736","(TX) FM 518 (from FM 865 to SH 35)","Texas","Texas","DOT Projects","Complete","Surface Transportation","Highways",,,,,,,"POINT (-95.35041689 29.55899979)","29.55899979","-95.35041689"
"73736","(TX) FM 518 (from FM 865 to SH 35)","Texas","Texas","DOT Projects","Complete","Surface Transportation","Highways",,,,,,,"POINT (-95.35041689 29.55899979)","29.55899979","-95.35041689"
"73901","(TX) FM 664 (US 287 to FM 1387)","Texas","Texas","DOT Projects","Complete","Surface Transportation","Highways","TX","TX","","","","","POINT (-96.87362194 32.42845924)","32.42845924","-96.87362194"
"73901","(TX) FM 664 (US 287 to FM 1387)","Texas","Texas","DOT Projects","Complete","Surface Transportation","Highways","TX","TX","","","","","POINT (-96.87362194 32.42845924)","32.42845924","-96.87362194"
"73901","(TX) FM 664 (US 287 to FM 1387)","Texas","Texas","DOT Projects","Complete","Surface Transportation","Highways","TX","TX","","","","","POINT (-96.87362194 32.42845924)","32.42845924","-96.87362194"
"73156","Lowell Hill Curves Realign roadway, improve curves, and widen shoulder widths","California","CalTrans","DOT Projects","Complete","Surface Transportation","Highways",,,,,,,"POINT (-120.72952 39.3185)","39.3185","-120.72952"
"73156","Lowell Hill Curves Realign roadway, improve curves, and widen shoulder widths","California","CalTrans","DOT Projects","Complete","Surface Transportation","Highways",,,,,,,"POINT (-120.72952 39.3185)","39.3185","-120.72952"
"73156","Lowell Hill Curves Realign roadway, improve curves, and widen shoulder widths","California","CalTrans","DOT Projects","Complete","Surface Transportation","Highways",,,,,,,"POINT (-120.72952 39.3185)","39.3185","-120.72952"
"71116","Gateway West Segments 8 & 9 ","Department of the Interior","Bureau of Land Management","FAST-41 Covered Projects","Complete","Electricity Transmission","Electricity Transmission (all)","Melba, ID, 83641","ID","","","Melba","83641","POINT (-119.6171639 45.8459833)","45.8459833","-119.6171639"
"71116","Gateway West Segments 8 & 9 ","Department of the Interior","Bureau of Land Management","FAST-41 Covered Projects","Complete","Electricity Transmission","Electricity Transmission (all)","Melba, ID, 83641","ID","","","Melba","83641","POINT (-119.6171639 45.8459833)","45.8459833","-119.6171639"
"71116","Gateway West Segments 8 & 9 ","Department of the Interior","Bureau of Land Management","FAST-41 Covered Projects","Complete","Electricity Transmission","Electricity Transmission (all)","Melba, ID, 83641","ID","","","Melba","83641","POINT (-119.6171639 45.8459833)","45.8459833","-119.6171639"
"71116","Gateway West Segments 8 & 9 ","Department of the Interior","Bureau of Land Management","FAST-41 Covered Projects","Complete","Electricity Transmission","Electricity Transmission (all)","Melba, ID, 83641","ID","","","Melba","83641","POINT (-119.6171639 45.8459833)","45.8459833","-119.6171639"
"71116","Gateway West Segments 8 & 9 ","Department of the Interior","Bureau of Land Management","FAST-41 Covered Projects","Complete","Electricity Transmission","Electricity Transmission (all)","Melba, ID, 83641","ID","","","Melba","83641","POINT (-119.6171639 45.8459833)","45.8459833","-119.6171639"
"71116","Gateway West Segments 8 & 9 ","Department of the Interior","Bureau of Land Management","FAST-41 Covered Projects","Complete","Electricity Transmission","Electricity Transmission (all)","Melba, ID, 83641","ID","","","Melba","83641","POINT (-119.6171639 45.8459833)","45.8459833","-119.6171639"
"71116","Gateway West Segments 8 & 9 ","Department of the Interior","Bureau of Land Management","FAST-41 Covered Projects","Complete","Electricity Transmission","Electricity Transmission (all)","Melba, ID, 83641","ID","","","Melba","83641","POINT (-119.6171639 45.8459833)","45.8459833","-119.6171639"
"71116","Gateway West Segments 8 & 9 ","Department of the Interior","Bureau of Land Management","FAST-41 Covered Projects","Complete","Electricity Transmission","Electricity Transmission (all)","Melba, ID, 83641","ID","","","Melba","83641","POINT (-119.6171639 45.8459833)","45.8459833","-119.6171639"
"74246","Lake Powell Pipeline","Department of the Interior","Bureau of Reclamation","Other Projects","Paused","Water Resources","Irrigation and related water supply projects","UT","UT","","","","","POINT (-111.8939487 40.7606608)","40.7606608","-111.8939487"
"74246","Lake Powell Pipeline","Department of the Interior","Bureau of Reclamation","Other Projects","Paused","Water Resources","Irrigation and related water supply projects","UT","UT","","","","","POINT (-111.8939487 40.7606608)","40.7606608","-111.8939487"
"74246","Lake Powell Pipeline","Department of the Interior","Bureau of Reclamation","Other Projects","Paused","Water Resources","Irrigation and related water supply projects","UT","UT","","","","","POINT (-111.8939487 40.7606608)","40.7606608","-111.8939487"
"74211","Florida Keys Coastal Storm Risk Management Project","Department of the Army","US Army Corps of Engineers - Civil Works","Other Projects","Complete","Water Resources","Other Water Resource Projects (incl. Waste/Storm-water Infrastructure; Flood Risk Management; Navigation; Restoration activities associated with non-Bureau of Reclamation infrastructure)","FL, Monroe County","FL","","Monroe County","","","POINT (-81.0754657 25.2974483)","25.2974483","-81.0754657"
"74211","Florida Keys Coastal Storm Risk Management Project","Department of the Army","US Army Corps of Engineers - Civil Works","Other Projects","Complete","Water Resources","Other Water Resource Projects (incl. Waste/Storm-water Infrastructure; Flood Risk Management; Navigation; Restoration activities associated with non-Bureau of Reclamation infrastructure)","FL, Monroe County","FL","","Monroe County","","","POINT (-81.0754657 25.2974483)","25.2974483","-81.0754657"
"74211","Florida Keys Coastal Storm Risk Management Project","Department of the Army","US Army Corps of Engineers - Civil Works","Other Projects","Complete","Water Resources","Other Water Resource Projects (incl. Waste/Storm-water Infrastructure; Flood Risk Management; Navigation; Restoration activities associated with non-Bureau of Reclamation infrastructure)","FL, Monroe County","FL","","Monroe County","","","POINT (-81.0754657 25.2974483)","25.2974483","-81.0754657"
"74211","Florida Keys Coastal Storm Risk Management Project","Department of the Army","US Army Corps of Engineers - Civil Works","Other Projects","Complete","Water Resources","Other Water Resource Projects (incl. Waste/Storm-water Infrastructure; Flood Risk Management; Navigation; Restoration activities associated with non-Bureau of Reclamation infrastructure)","FL, Monroe County","FL","","Monroe County","","","POINT (-81.0754657 25.2974483)","25.2974483","-81.0754657"
"74211","Florida Keys Coastal Storm Risk Management Project","Department of the Army","US Army Corps of Engineers - Civil Works","Other Projects","Complete","Water Resources","Other Water Resource Projects (incl. Waste/Storm-water Infrastructure; Flood Risk Management; Navigation; Restoration activities associated with non-Bureau of Reclamation infrastructure)","FL, Monroe County","FL","","Monroe County","","","POINT (-81.0754657 25.2974483)","25.2974483","-81.0754657"
"74211","Florida Keys Coastal Storm Risk Management Project","Department of the Army","US Army Corps of Engineers - Civil Works","Other Projects","Complete","Water Resources","Other Water Resource Projects (incl. Waste/Storm-water Infrastructure; Flood Risk Management; Navigation; Restoration activities associated with non-Bureau of Reclamation infrastructure)","FL, Monroe County","FL","","Monroe County","","","POINT (-81.0754657 25.2974483)","25.2974483","-81.0754657"
"74211","Florida Keys Coastal Storm Risk Management Project","Department of the Army","US Army Corps of Engineers - Civil Works","Other Projects","Complete","Water Resources","Other Water Resource Projects (incl. Waste/Storm-water Infrastructure; Flood Risk Management; Navigation; Restoration activities associated with non-Bureau of Reclamation infrastructure)","FL, Monroe County","FL","","Monroe County","","","POINT (-81.0754657 25.2974483)","25.2974483","-81.0754657"
"74211","Florida Keys Coastal Storm Risk Management Project","Department of the Army","US Army Corps of Engineers - Civil Works","Other Projects","Complete","Water Resources","Other Water Resource Projects (incl. Waste/Storm-water Infrastructure; Flood Risk Management; Navigation; Restoration activities associated with non-Bureau of Reclamation infrastructure)","FL, Monroe County","FL","","Monroe County","","","POINT (-81.0754657 25.2974483)","25.2974483","-81.0754657"
"74211","Florida Keys Coastal Storm Risk Management Project","Department of the Army","US Army Corps of Engineers - Civil Works","Other Projects","Complete","Water Resources","Other Water Resource Projects (incl. Waste/Storm-water Infrastructure; Flood Risk Management; Navigation; Restoration activities associated with non-Bureau of Reclamation infrastructure)","FL, Monroe County","FL","","Monroe County","","","POINT (-81.0754657 25.2974483)","25.2974483","-81.0754657"
"74206","Miami-Dade County Back-Bay Coastal Storm Risk Management Project","Department of the Army","US Army Corps of Engineers - Civil Works","Other Projects","Class of Action Changed","Water Resources","Other Water Resource Projects (incl. Waste/Storm-water Infrastructure; Flood Risk Management; Navigation; Restoration activities associated with non-Bureau of Reclamation infrastructure)","FL, Miami-Dade County ","FL","","Miami-Dade County ","","","POINT (-80.6326916 25.5516034)","25.5516034","-80.6326916"
"74206","Miami-Dade County Back-Bay Coastal Storm Risk Management Project","Department of the Army","US Army Corps of Engineers - Civil Works","Other Projects","Class of Action Changed","Water Resources","Other Water Resource Projects (incl. Waste/Storm-water Infrastructure; Flood Risk Management; Navigation; Restoration activities associated with non-Bureau of Reclamation infrastructure)","FL, Miami-Dade County ","FL","","Miami-Dade County ","","","POINT (-80.6326916 25.5516034)","25.5516034","-80.6326916"
"74206","Miami-Dade County Back-Bay Coastal Storm Risk Management Project","Department of the Army","US Army Corps of Engineers - Civil Works","Other Projects","Class of Action Changed","Water Resources","Other Water Resource Projects (incl. Waste/Storm-water Infrastructure; Flood Risk Management; Navigation; Restoration activities associated with non-Bureau of Reclamation infrastructure)","FL, Miami-Dade County ","FL","","Miami-Dade County ","","","POINT (-80.6326916 25.5516034)","25.5516034","-80.6326916"
"74206","Miami-Dade County Back-Bay Coastal Storm Risk Management Project","Department of the Army","US Army Corps of Engineers - Civil Works","Other Projects","Class of Action Changed","Water Resources","Other Water Resource Projects (incl. Waste/Storm-water Infrastructure; Flood Risk Management; Navigation; Restoration activities associated with non-Bureau of Reclamation infrastructure)","FL, Miami-Dade County ","FL","","Miami-Dade County ","","","POINT (-80.6326916 25.5516034)","25.5516034","-80.6326916"
"74206","Miami-Dade County Back-Bay Coastal Storm Risk Management Project","Department of the Army","US Army Corps of Engineers - Civil Works","Other Projects","Class of Action Changed","Water Resources","Other Water Resource Projects (incl. Waste/Storm-water Infrastructure; Flood Risk Management; Navigation; Restoration activities associated with non-Bureau of Reclamation infrastructure)","FL, Miami-Dade County ","FL","","Miami-Dade County ","","","POINT (-80.6326916 25.5516034)","25.5516034","-80.6326916"
"74201","Collier County Coastal Storm Risk Management Project","Department of the Army","US Army Corps of Engineers - Civil Works","Other Projects","In Progress","Water Resources","Other Water Resource Projects (incl. Waste/Storm-water Infrastructure; Flood Risk Management; Navigation; Restoration activities associated with non-Bureau of Reclamation infrastructure)","Naples, FL, Collier County","FL","","Collier County","Naples","","POINT (-81.7955475 26.1391777)","26.1391777","-81.7955475"
